Arquivo;Classe Real;Classe Prevista;Score SVM;Distância Absoluta do Hiperplano;Probabilidade Fake (%);Confiança (%);Resultado
2696.txt;Verdadeira;Verdadeira;-1.350807;1.350807;20.57;79.43;Acerto
2697.txt;Verdadeira;Verdadeira;-0.965794;0.965794;27.57;72.43;Acerto
2698.txt;Verdadeira;Verdadeira;-1.057333;1.057333;25.78;74.22;Acerto
2699.txt;Verdadeira;Verdadeira;-0.899608;0.899608;28.91;71.09;Acerto
2700.txt;Verdadeira;Verdadeira;-1.096997;1.096997;25.03;74.97;Acerto
2701.txt;Verdadeira;Verdadeira;-1.740884;1.740884;14.92;85.08;Acerto
2702.txt;Verdadeira;Verdadeira;-1.447955;1.447955;19.03;80.97;Acerto
2703.txt;Verdadeira;Verdadeira;-1.923387;1.923387;12.75;87.25;Acerto
2704.txt;Verdadeira;Verdadeira;-1.67432;1.67432;15.78;84.22;Acerto
2705.txt;Verdadeira;Verdadeira;-2.397937;2.397937;8.33;91.67;Acerto
2706.txt;Verdadeira;Verdadeira;-1.04378;1.04378;26.04;73.96;Acerto
2707.txt;Verdadeira;Verdadeira;-0.973858;0.973858;27.41;72.59;Acerto
2708.txt;Verdadeira;Verdadeira;-0.128411;0.128411;46.79;53.21;Acerto
2709.txt;Verdadeira;Fake;0.091891;0.091891;52.3;52.3;Erro
2710.txt;Verdadeira;Verdadeira;-1.518066;1.518066;17.97;82.03;Acerto
2711.txt;Verdadeira;Verdadeira;-0.854213;0.854213;29.85;70.15;Acerto
2712.txt;Verdadeira;Fake;0.339993;0.339993;58.42;58.42;Erro
2713.txt;Verdadeira;Verdadeira;-0.353738;0.353738;41.25;58.75;Acerto
2714.txt;Verdadeira;Verdadeira;-2.147563;2.147563;10.46;89.54;Acerto
2715.txt;Verdadeira;Verdadeira;-0.973891;0.973891;27.41;72.59;Acerto
2716.txt;Verdadeira;Verdadeira;-2.713005;2.713005;6.22;93.78;Acerto
2717.txt;Verdadeira;Verdadeira;-1.823715;1.823715;13.9;86.1;Acerto
2718.txt;Verdadeira;Verdadeira;-1.161013;1.161013;23.85;76.15;Acerto
2719.txt;Verdadeira;Verdadeira;-1.052851;1.052851;25.87;74.13;Acerto
2720.txt;Verdadeira;Verdadeira;-0.265269;0.265269;43.41;56.59;Acerto
2721.txt;Verdadeira;Verdadeira;-1.70948;1.70948;15.32;84.68;Acerto
2722.txt;Verdadeira;Verdadeira;-1.578975;1.578975;17.09;82.91;Acerto
2723.txt;Verdadeira;Verdadeira;-2.192656;2.192656;10.04;89.96;Acerto
2724.txt;Verdadeira;Verdadeira;-2.572659;2.572659;7.09;92.91;Acerto
2725.txt;Verdadeira;Verdadeira;-0.923537;0.923537;28.42;71.58;Acerto
2726.txt;Verdadeira;Verdadeira;-1.9608;1.9608;12.34;87.66;Acerto
2727.txt;Verdadeira;Verdadeira;-0.500667;0.500667;37.74;62.26;Acerto
2728.txt;Verdadeira;Verdadeira;-1.683678;1.683678;15.66;84.34;Acerto
2729.txt;Verdadeira;Verdadeira;-2.121524;2.121524;10.7;89.3;Acerto
2730.txt;Verdadeira;Verdadeira;-2.011848;2.011848;11.8;88.2;Acerto
2731.txt;Verdadeira;Verdadeira;-1.831169;1.831169;13.81;86.19;Acerto
2732.txt;Verdadeira;Verdadeira;-0.39898;0.39898;40.16;59.84;Acerto
2733.txt;Verdadeira;Verdadeira;-0.594814;0.594814;35.55;64.45;Acerto
2734.txt;Verdadeira;Verdadeira;-1.104251;1.104251;24.89;75.11;Acerto
2735.txt;Verdadeira;Verdadeira;-1.21504;1.21504;22.88;77.12;Acerto
2736.txt;Verdadeira;Fake;0.131095;0.131095;53.27;53.27;Erro
2737.txt;Verdadeira;Verdadeira;-1.474455;1.474455;18.63;81.37;Acerto
2738.txt;Verdadeira;Verdadeira;-1.085428;1.085428;25.25;74.75;Acerto
2739.txt;Verdadeira;Verdadeira;-2.100216;2.100216;10.91;89.09;Acerto
2740.txt;Verdadeira;Verdadeira;-1.389977;1.389977;19.94;80.06;Acerto
2741.txt;Verdadeira;Verdadeira;-1.194251;1.194251;23.25;76.75;Acerto
2742.txt;Verdadeira;Fake;0.150177;0.150177;53.75;53.75;Erro
2743.txt;Verdadeira;Verdadeira;-1.160752;1.160752;23.85;76.15;Acerto
2744.txt;Verdadeira;Verdadeira;-1.555616;1.555616;17.43;82.57;Acerto
2745.txt;Verdadeira;Verdadeira;-1.468032;1.468032;18.72;81.28;Acerto
2746.txt;Verdadeira;Verdadeira;-0.946228;0.946228;27.96;72.04;Acerto
2747.txt;Verdadeira;Verdadeira;-1.40847;1.40847;19.65;80.35;Acerto
2748.txt;Verdadeira;Verdadeira;-1.816478;1.816478;13.99;86.01;Acerto
2749.txt;Verdadeira;Verdadeira;-0.962702;0.962702;27.63;72.37;Acerto
2750.txt;Verdadeira;Verdadeira;-1.055547;1.055547;25.82;74.18;Acerto
2751.txt;Verdadeira;Verdadeira;-0.717336;0.717336;32.8;67.2;Acerto
2752.txt;Verdadeira;Verdadeira;-0.873494;0.873494;29.45;70.55;Acerto
2753.txt;Verdadeira;Verdadeira;-1.865518;1.865518;13.41;86.59;Acerto
2754.txt;Verdadeira;Verdadeira;-1.389541;1.389541;19.95;80.05;Acerto
2755.txt;Verdadeira;Verdadeira;-1.30313;1.30313;21.36;78.64;Acerto
2756.txt;Verdadeira;Verdadeira;-0.342043;0.342043;41.53;58.47;Acerto
2757.txt;Verdadeira;Verdadeira;-1.577515;1.577515;17.11;82.89;Acerto
2758.txt;Verdadeira;Verdadeira;-1.255399;1.255399;22.18;77.82;Acerto
2759.txt;Verdadeira;Verdadeira;-1.411175;1.411175;19.6;80.4;Acerto
2760.txt;Verdadeira;Verdadeira;-0.87815;0.87815;29.36;70.64;Acerto
2761.txt;Verdadeira;Verdadeira;-1.252215;1.252215;22.23;77.77;Acerto
2762.txt;Verdadeira;Verdadeira;-0.393315;0.393315;40.29;59.71;Acerto
2763.txt;Verdadeira;Verdadeira;-1.914061;1.914061;12.85;87.15;Acerto
2764.txt;Verdadeira;Verdadeira;-0.683251;0.683251;33.55;66.45;Acerto
2765.txt;Verdadeira;Verdadeira;-0.482608;0.482608;38.16;61.84;Acerto
2766.txt;Verdadeira;Verdadeira;-1.088893;1.088893;25.18;74.82;Acerto
2767.txt;Verdadeira;Verdadeira;-1.296404;1.296404;21.48;78.52;Acerto
2768.txt;Verdadeira;Verdadeira;-1.321843;1.321843;21.05;78.95;Acerto
2769.txt;Verdadeira;Verdadeira;-0.765406;0.765406;31.75;68.25;Acerto
2770.txt;Verdadeira;Verdadeira;-1.195976;1.195976;23.22;76.78;Acerto
2771.txt;Verdadeira;Verdadeira;-1.421474;1.421474;19.44;80.56;Acerto
2772.txt;Verdadeira;Verdadeira;-1.019781;1.019781;26.51;73.49;Acerto
2773.txt;Verdadeira;Verdadeira;-0.234018;0.234018;44.18;55.82;Acerto
2774.txt;Verdadeira;Verdadeira;-1.992191;1.992191;12.0;88.0;Acerto
2775.txt;Verdadeira;Verdadeira;-0.968883;0.968883;27.51;72.49;Acerto
2776.txt;Verdadeira;Verdadeira;-0.760233;0.760233;31.86;68.14;Acerto
2777.txt;Verdadeira;Verdadeira;-2.203274;2.203274;9.95;90.05;Acerto
2778.txt;Verdadeira;Verdadeira;-1.579043;1.579043;17.09;82.91;Acerto
2779.txt;Verdadeira;Verdadeira;-2.621558;2.621558;6.78;93.22;Acerto
2780.txt;Verdadeira;Verdadeira;-1.510702;1.510702;18.08;81.92;Acerto
2781.txt;Verdadeira;Verdadeira;-0.950027;0.950027;27.89;72.11;Acerto
2782.txt;Verdadeira;Verdadeira;-2.224946;2.224946;9.75;90.25;Acerto
2783.txt;Verdadeira;Verdadeira;-1.125302;1.125302;24.5;75.5;Acerto
2784.txt;Verdadeira;Verdadeira;-0.103715;0.103715;47.41;52.59;Acerto
2785.txt;Verdadeira;Verdadeira;-1.964131;1.964131;12.3;87.7;Acerto
2786.txt;Verdadeira;Verdadeira;-0.777099;0.777099;31.49;68.51;Acerto
2787.txt;Verdadeira;Verdadeira;-2.237105;2.237105;9.65;90.35;Acerto
2788.txt;Verdadeira;Verdadeira;-0.743517;0.743517;32.22;67.78;Acerto
2789.txt;Verdadeira;Verdadeira;-1.533669;1.533669;17.75;82.25;Acerto
2790.txt;Verdadeira;Verdadeira;-1.914812;1.914812;12.84;87.16;Acerto
2791.txt;Verdadeira;Verdadeira;-1.432273;1.432273;19.27;80.73;Acerto
2792.txt;Verdadeira;Verdadeira;-2.675039;2.675039;6.45;93.55;Acerto
2793.txt;Verdadeira;Verdadeira;-2.058822;2.058822;11.32;88.68;Acerto
2794.txt;Verdadeira;Verdadeira;-2.703174;2.703174;6.28;93.72;Acerto
2795.txt;Verdadeira;Verdadeira;-1.403185;1.403185;19.73;80.27;Acerto
2796.txt;Verdadeira;Verdadeira;-2.090538;2.090538;11.0;89.0;Acerto
2797.txt;Verdadeira;Verdadeira;-1.245257;1.245257;22.35;77.65;Acerto
2798.txt;Verdadeira;Verdadeira;-0.486865;0.486865;38.06;61.94;Acerto
2799.txt;Verdadeira;Verdadeira;-0.893828;0.893828;29.03;70.97;Acerto
2800.txt;Verdadeira;Verdadeira;-1.115798;1.115798;24.68;75.32;Acerto
2801.txt;Verdadeira;Verdadeira;-1.700213;1.700213;15.44;84.56;Acerto
2802.txt;Verdadeira;Verdadeira;-1.962543;1.962543;12.32;87.68;Acerto
2803.txt;Verdadeira;Verdadeira;-0.73757;0.73757;32.35;67.65;Acerto
2804.txt;Verdadeira;Verdadeira;-1.557897;1.557897;17.39;82.61;Acerto
2805.txt;Verdadeira;Verdadeira;-0.282809;0.282809;42.98;57.02;Acerto
2806.txt;Verdadeira;Verdadeira;-0.606892;0.606892;35.28;64.72;Acerto
2807.txt;Verdadeira;Verdadeira;-1.892108;1.892108;13.1;86.9;Acerto
2808.txt;Verdadeira;Verdadeira;-1.487289;1.487289;18.43;81.57;Acerto
2809.txt;Verdadeira;Verdadeira;-1.252775;1.252775;22.22;77.78;Acerto
2810.txt;Verdadeira;Verdadeira;-0.789869;0.789869;31.22;68.78;Acerto
2811.txt;Verdadeira;Verdadeira;-0.68836;0.68836;33.44;66.56;Acerto
2812.txt;Verdadeira;Verdadeira;-1.905747;1.905747;12.95;87.05;Acerto
2813.txt;Verdadeira;Verdadeira;-1.280459;1.280459;21.75;78.25;Acerto
2814.txt;Verdadeira;Verdadeira;-0.683791;0.683791;33.54;66.46;Acerto
2815.txt;Verdadeira;Verdadeira;-1.455623;1.455623;18.91;81.09;Acerto
2816.txt;Verdadeira;Verdadeira;-1.583317;1.583317;17.03;82.97;Acerto
2817.txt;Verdadeira;Verdadeira;-1.139085;1.139085;24.25;75.75;Acerto
2818.txt;Verdadeira;Verdadeira;-1.151771;1.151771;24.02;75.98;Acerto
2819.txt;Verdadeira;Verdadeira;-1.661818;1.661818;15.95;84.05;Acerto
2820.txt;Verdadeira;Verdadeira;-1.415213;1.415213;19.54;80.46;Acerto
2821.txt;Verdadeira;Verdadeira;-2.216157;2.216157;9.83;90.17;Acerto
2822.txt;Verdadeira;Verdadeira;-1.570322;1.570322;17.22;82.78;Acerto
2823.txt;Verdadeira;Verdadeira;-2.015079;2.015079;11.76;88.24;Acerto
2824.txt;Verdadeira;Verdadeira;-1.492579;1.492579;18.35;81.65;Acerto
2825.txt;Verdadeira;Verdadeira;-1.415305;1.415305;19.54;80.46;Acerto
2826.txt;Verdadeira;Verdadeira;-1.112363;1.112363;24.74;75.26;Acerto
2827.txt;Verdadeira;Verdadeira;-1.364425;1.364425;20.35;79.65;Acerto
2828.txt;Verdadeira;Verdadeira;-1.370986;1.370986;20.25;79.75;Acerto
2829.txt;Verdadeira;Verdadeira;-1.719627;1.719627;15.19;84.81;Acerto
2830.txt;Verdadeira;Verdadeira;-1.47697;1.47697;18.59;81.41;Acerto
2831.txt;Verdadeira;Verdadeira;-1.552018;1.552018;17.48;82.52;Acerto
2832.txt;Verdadeira;Verdadeira;-0.799154;0.799154;31.02;68.98;Acerto
2833.txt;Verdadeira;Verdadeira;-1.995229;1.995229;11.97;88.03;Acerto
2834.txt;Verdadeira;Verdadeira;-1.978793;1.978793;12.14;87.86;Acerto
2835.txt;Verdadeira;Verdadeira;-1.77272;1.77272;14.52;85.48;Acerto
2836.txt;Verdadeira;Verdadeira;-2.164421;2.164421;10.3;89.7;Acerto
2837.txt;Verdadeira;Verdadeira;-0.435634;0.435634;39.28;60.72;Acerto
2838.txt;Verdadeira;Verdadeira;-0.849253;0.849253;29.96;70.04;Acerto
2839.txt;Verdadeira;Verdadeira;-1.225848;1.225848;22.69;77.31;Acerto
2840.txt;Verdadeira;Fake;0.118436;0.118436;52.96;52.96;Erro
2841.txt;Verdadeira;Verdadeira;-1.354259;1.354259;20.52;79.48;Acerto
2842.txt;Verdadeira;Verdadeira;-1.639825;1.639825;16.25;83.75;Acerto
2843.txt;Verdadeira;Verdadeira;-1.105259;1.105259;24.88;75.12;Acerto
2844.txt;Verdadeira;Verdadeira;-1.925217;1.925217;12.73;87.27;Acerto
2845.txt;Verdadeira;Verdadeira;-1.758701;1.758701;14.7;85.3;Acerto
2846.txt;Verdadeira;Verdadeira;-1.704624;1.704624;15.39;84.61;Acerto
2847.txt;Verdadeira;Verdadeira;-0.227423;0.227423;44.34;55.66;Acerto
2848.txt;Verdadeira;Verdadeira;-1.14811;1.14811;24.08;75.92;Acerto
2849.txt;Verdadeira;Verdadeira;-1.464145;1.464145;18.78;81.22;Acerto
2850.txt;Verdadeira;Verdadeira;-1.372177;1.372177;20.23;79.77;Acerto
2851.txt;Verdadeira;Verdadeira;-1.860745;1.860745;13.46;86.54;Acerto
2852.txt;Verdadeira;Verdadeira;-1.486282;1.486282;18.45;81.55;Acerto
2853.txt;Verdadeira;Verdadeira;-0.453933;0.453933;38.84;61.16;Acerto
2854.txt;Verdadeira;Verdadeira;-0.807722;0.807722;30.84;69.16;Acerto
2855.txt;Verdadeira;Verdadeira;-0.374211;0.374211;40.75;59.25;Acerto
2856.txt;Verdadeira;Verdadeira;-1.720814;1.720814;15.18;84.82;Acerto
2857.txt;Verdadeira;Verdadeira;-0.6495;0.6495;34.31;65.69;Acerto
2858.txt;Verdadeira;Verdadeira;-0.976892;0.976892;27.35;72.65;Acerto
2859.txt;Verdadeira;Verdadeira;-0.555293;0.555293;36.46;63.54;Acerto
2860.txt;Verdadeira;Verdadeira;-2.007752;2.007752;11.84;88.16;Acerto
2861.txt;Verdadeira;Verdadeira;-0.992121;0.992121;27.05;72.95;Acerto
2862.txt;Verdadeira;Verdadeira;-0.953455;0.953455;27.82;72.18;Acerto
2863.txt;Verdadeira;Verdadeira;-1.376188;1.376188;20.16;79.84;Acerto
2864.txt;Verdadeira;Verdadeira;-1.002856;1.002856;26.84;73.16;Acerto
2865.txt;Verdadeira;Verdadeira;-1.584457;1.584457;17.02;82.98;Acerto
2866.txt;Verdadeira;Verdadeira;-1.403811;1.403811;19.72;80.28;Acerto
2867.txt;Verdadeira;Verdadeira;-1.024075;1.024075;26.42;73.58;Acerto
2868.txt;Verdadeira;Verdadeira;-1.927463;1.927463;12.7;87.3;Acerto
2869.txt;Verdadeira;Verdadeira;-1.290154;1.290154;21.58;78.42;Acerto
2870.txt;Verdadeira;Verdadeira;-0.755385;0.755385;31.96;68.04;Acerto
2871.txt;Verdadeira;Verdadeira;-0.955216;0.955216;27.78;72.22;Acerto
2872.txt;Verdadeira;Verdadeira;-1.880573;1.880573;13.23;86.77;Acerto
2873.txt;Verdadeira;Verdadeira;-0.947032;0.947032;27.95;72.05;Acerto
2874.txt;Verdadeira;Verdadeira;-0.936741;0.936741;28.16;71.84;Acerto
2875.txt;Verdadeira;Verdadeira;-1.340164;1.340164;20.75;79.25;Acerto
2876.txt;Verdadeira;Verdadeira;-0.559798;0.559798;36.36;63.64;Acerto
2877.txt;Verdadeira;Verdadeira;-0.662327;0.662327;34.02;65.98;Acerto
2878.txt;Verdadeira;Verdadeira;-1.493774;1.493774;18.34;81.66;Acerto
2879.txt;Verdadeira;Verdadeira;-2.155539;2.155539;10.38;89.62;Acerto
2880.txt;Verdadeira;Verdadeira;-2.149546;2.149546;10.44;89.56;Acerto
2881.txt;Verdadeira;Verdadeira;-0.908991;0.908991;28.72;71.28;Acerto
2882.txt;Verdadeira;Fake;1.09142;1.09142;74.86;74.86;Erro
2883.txt;Verdadeira;Verdadeira;-1.839964;1.839964;13.71;86.29;Acerto
2884.txt;Verdadeira;Verdadeira;-1.914964;1.914964;12.84;87.16;Acerto
2885.txt;Verdadeira;Verdadeira;-2.400652;2.400652;8.31;91.69;Acerto
2886.txt;Verdadeira;Verdadeira;-0.169976;0.169976;45.76;54.24;Acerto
2887.txt;Verdadeira;Verdadeira;-1.054649;1.054649;25.83;74.17;Acerto
2888.txt;Verdadeira;Verdadeira;-1.132116;1.132116;24.38;75.62;Acerto
2889.txt;Verdadeira;Verdadeira;-2.000054;2.000054;11.92;88.08;Acerto
2890.txt;Verdadeira;Verdadeira;-1.112636;1.112636;24.74;75.26;Acerto
2891.txt;Verdadeira;Verdadeira;-0.87014;0.87014;29.52;70.48;Acerto
2892.txt;Verdadeira;Verdadeira;-1.606198;1.606198;16.71;83.29;Acerto
2893.txt;Verdadeira;Verdadeira;-2.266039;2.266039;9.4;90.6;Acerto
2894.txt;Verdadeira;Verdadeira;-1.841653;1.841653;13.69;86.31;Acerto
2895.txt;Verdadeira;Verdadeira;-0.970347;0.970347;27.48;72.52;Acerto
2896.txt;Verdadeira;Verdadeira;-0.732167;0.732167;32.47;67.53;Acerto
2897.txt;Verdadeira;Verdadeira;-1.921241;1.921241;12.77;87.23;Acerto
2898.txt;Verdadeira;Verdadeira;-1.056021;1.056021;25.81;74.19;Acerto
2899.txt;Verdadeira;Verdadeira;-2.099133;2.099133;10.92;89.08;Acerto
2900.txt;Verdadeira;Verdadeira;-1.712134;1.712134;15.29;84.71;Acerto
2901.txt;Verdadeira;Verdadeira;-2.14184;2.14184;10.51;89.49;Acerto
2902.txt;Verdadeira;Verdadeira;-1.158581;1.158581;23.89;76.11;Acerto
2903.txt;Verdadeira;Verdadeira;-1.272541;1.272541;21.88;78.12;Acerto
2904.txt;Verdadeira;Verdadeira;-2.115259;2.115259;10.76;89.24;Acerto
2905.txt;Verdadeira;Verdadeira;-1.036687;1.036687;26.18;73.82;Acerto
2906.txt;Verdadeira;Verdadeira;-1.81415;1.81415;14.01;85.99;Acerto
2907.txt;Verdadeira;Verdadeira;-1.120591;1.120591;24.59;75.41;Acerto
2908.txt;Verdadeira;Verdadeira;-1.44885;1.44885;19.02;80.98;Acerto
2909.txt;Verdadeira;Verdadeira;-0.104037;0.104037;47.4;52.6;Acerto
2910.txt;Verdadeira;Verdadeira;-0.021035;0.021035;49.47;50.53;Acerto
2911.txt;Verdadeira;Verdadeira;-1.37602;1.37602;20.16;79.84;Acerto
2912.txt;Verdadeira;Verdadeira;-1.851299;1.851299;13.57;86.43;Acerto
2913.txt;Verdadeira;Verdadeira;-0.548631;0.548631;36.62;63.38;Acerto
2914.txt;Verdadeira;Verdadeira;-0.282556;0.282556;42.98;57.02;Acerto
2915.txt;Verdadeira;Verdadeira;-1.231597;1.231597;22.59;77.41;Acerto
2916.txt;Verdadeira;Verdadeira;-0.569014;0.569014;36.15;63.85;Acerto
2917.txt;Verdadeira;Verdadeira;-0.862689;0.862689;29.68;70.32;Acerto
2918.txt;Verdadeira;Verdadeira;-1.327825;1.327825;20.95;79.05;Acerto
2919.txt;Verdadeira;Verdadeira;-0.362835;0.362835;41.03;58.97;Acerto
2920.txt;Verdadeira;Verdadeira;-0.642559;0.642559;34.47;65.53;Acerto
2921.txt;Verdadeira;Verdadeira;-1.330228;1.330228;20.91;79.09;Acerto
2922.txt;Verdadeira;Verdadeira;-2.02675;2.02675;11.64;88.36;Acerto
2923.txt;Verdadeira;Verdadeira;-1.397477;1.397477;19.82;80.18;Acerto
2924.txt;Verdadeira;Verdadeira;-0.970838;0.970838;27.47;72.53;Acerto
2925.txt;Verdadeira;Verdadeira;-0.334208;0.334208;41.72;58.28;Acerto
2926.txt;Verdadeira;Verdadeira;-0.971547;0.971547;27.46;72.54;Acerto
2927.txt;Verdadeira;Verdadeira;-1.677375;1.677375;15.74;84.26;Acerto
2928.txt;Verdadeira;Verdadeira;-1.329434;1.329434;20.93;79.07;Acerto
2929.txt;Verdadeira;Verdadeira;-0.703772;0.703772;33.1;66.9;Acerto
2930.txt;Verdadeira;Verdadeira;-1.481191;1.481191;18.52;81.48;Acerto
2931.txt;Verdadeira;Verdadeira;-0.883999;0.883999;29.23;70.77;Acerto
2932.txt;Verdadeira;Verdadeira;-1.355122;1.355122;20.5;79.5;Acerto
2933.txt;Verdadeira;Verdadeira;-1.169349;1.169349;23.7;76.3;Acerto
2934.txt;Verdadeira;Verdadeira;-1.17674;1.17674;23.56;76.44;Acerto
2935.txt;Verdadeira;Verdadeira;-0.640222;0.640222;34.52;65.48;Acerto
2936.txt;Verdadeira;Verdadeira;-2.113374;2.113374;10.78;89.22;Acerto
2937.txt;Verdadeira;Verdadeira;-1.549669;1.549669;17.51;82.49;Acerto
2938.txt;Verdadeira;Verdadeira;-0.773748;0.773748;31.57;68.43;Acerto
2939.txt;Verdadeira;Verdadeira;-1.114026;1.114026;24.71;75.29;Acerto
2940.txt;Verdadeira;Verdadeira;-0.48054;0.48054;38.21;61.79;Acerto
2941.txt;Verdadeira;Verdadeira;-1.003313;1.003313;26.83;73.17;Acerto
2942.txt;Verdadeira;Verdadeira;-1.609481;1.609481;16.67;83.33;Acerto
2943.txt;Verdadeira;Verdadeira;-2.435372;2.435372;8.05;91.95;Acerto
2944.txt;Verdadeira;Verdadeira;-1.828838;1.828838;13.84;86.16;Acerto
2945.txt;Verdadeira;Verdadeira;-1.058123;1.058123;25.77;74.23;Acerto
2946.txt;Verdadeira;Verdadeira;-2.007956;2.007956;11.84;88.16;Acerto
2947.txt;Verdadeira;Verdadeira;-1.371641;1.371641;20.24;79.76;Acerto
2948.txt;Verdadeira;Verdadeira;-0.958968;0.958968;27.71;72.29;Acerto
2949.txt;Verdadeira;Verdadeira;-1.406051;1.406051;19.69;80.31;Acerto
2950.txt;Verdadeira;Verdadeira;-1.029177;1.029177;26.32;73.68;Acerto
2951.txt;Verdadeira;Verdadeira;-1.953404;1.953404;12.42;87.58;Acerto
2952.txt;Verdadeira;Verdadeira;-1.597846;1.597846;16.83;83.17;Acerto
2953.txt;Verdadeira;Verdadeira;-1.894778;1.894778;13.07;86.93;Acerto
2954.txt;Verdadeira;Verdadeira;-1.285892;1.285892;21.65;78.35;Acerto
2955.txt;Verdadeira;Verdadeira;-1.044634;1.044634;26.03;73.97;Acerto
2956.txt;Verdadeira;Verdadeira;-1.52445;1.52445;17.88;82.12;Acerto
2957.txt;Verdadeira;Verdadeira;-0.926573;0.926573;28.36;71.64;Acerto
2958.txt;Verdadeira;Verdadeira;-0.773418;0.773418;31.57;68.43;Acerto
2959.txt;Verdadeira;Verdadeira;-1.476157;1.476157;18.6;81.4;Acerto
2960.txt;Verdadeira;Verdadeira;-1.139649;1.139649;24.24;75.76;Acerto
2961.txt;Verdadeira;Verdadeira;-1.762907;1.762907;14.64;85.36;Acerto
2962.txt;Verdadeira;Verdadeira;-1.488865;1.488865;18.41;81.59;Acerto
2963.txt;Verdadeira;Verdadeira;-1.510967;1.510967;18.08;81.92;Acerto
2964.txt;Verdadeira;Verdadeira;-0.529058;0.529058;37.07;62.93;Acerto
2965.txt;Verdadeira;Verdadeira;-1.556465;1.556465;17.42;82.58;Acerto
2966.txt;Verdadeira;Verdadeira;-1.875778;1.875778;13.29;86.71;Acerto
2967.txt;Verdadeira;Verdadeira;-1.782729;1.782729;14.4;85.6;Acerto
2968.txt;Verdadeira;Verdadeira;-1.38931;1.38931;19.95;80.05;Acerto
2969.txt;Verdadeira;Verdadeira;-0.745299;0.745299;32.18;67.82;Acerto
2970.txt;Verdadeira;Verdadeira;-1.860442;1.860442;13.47;86.53;Acerto
2971.txt;Verdadeira;Verdadeira;-2.122169;2.122169;10.7;89.3;Acerto
2972.txt;Verdadeira;Verdadeira;-1.532084;1.532084;17.77;82.23;Acerto
2973.txt;Verdadeira;Verdadeira;-1.809928;1.809928;14.06;85.94;Acerto
2974.txt;Verdadeira;Verdadeira;-1.539007;1.539007;17.67;82.33;Acerto
2975.txt;Verdadeira;Verdadeira;-2.066047;2.066047;11.24;88.76;Acerto
2976.txt;Verdadeira;Verdadeira;-1.086314;1.086314;25.23;74.77;Acerto
2977.txt;Verdadeira;Verdadeira;-1.860369;1.860369;13.47;86.53;Acerto
2978.txt;Verdadeira;Verdadeira;-1.191171;1.191171;23.3;76.7;Acerto
2979.txt;Verdadeira;Verdadeira;-0.890465;0.890465;29.1;70.9;Acerto
2980.txt;Verdadeira;Verdadeira;-1.542379;1.542379;17.62;82.38;Acerto
2981.txt;Verdadeira;Verdadeira;-1.049813;1.049813;25.93;74.07;Acerto
2982.txt;Verdadeira;Verdadeira;-1.319984;1.319984;21.08;78.92;Acerto
2983.txt;Verdadeira;Verdadeira;-2.1308;2.1308;10.61;89.39;Acerto
2984.txt;Verdadeira;Verdadeira;-1.996044;1.996044;11.96;88.04;Acerto
2985.txt;Verdadeira;Verdadeira;-0.307501;0.307501;42.37;57.63;Acerto
2986.txt;Verdadeira;Verdadeira;-1.734109;1.734109;15.01;84.99;Acerto
2987.txt;Verdadeira;Verdadeira;-1.103254;1.103254;24.91;75.09;Acerto
2988.txt;Verdadeira;Verdadeira;-2.330955;2.330955;8.86;91.14;Acerto
2989.txt;Verdadeira;Verdadeira;-1.958764;1.958764;12.36;87.64;Acerto
2990.txt;Verdadeira;Verdadeira;-1.875395;1.875395;13.29;86.71;Acerto
2991.txt;Verdadeira;Verdadeira;-1.737014;1.737014;14.97;85.03;Acerto
2992.txt;Verdadeira;Verdadeira;-2.097889;2.097889;10.93;89.07;Acerto
2993.txt;Verdadeira;Verdadeira;-0.735412;0.735412;32.4;67.6;Acerto
2994.txt;Verdadeira;Verdadeira;-2.022499;2.022499;11.69;88.31;Acerto
2995.txt;Verdadeira;Verdadeira;-1.393145;1.393145;19.89;80.11;Acerto
2996.txt;Verdadeira;Verdadeira;-1.801927;1.801927;14.16;85.84;Acerto
2997.txt;Verdadeira;Verdadeira;-1.866271;1.866271;13.4;86.6;Acerto
2998.txt;Verdadeira;Verdadeira;-0.844324;0.844324;30.06;69.94;Acerto
2999.txt;Verdadeira;Fake;0.023347;0.023347;50.58;50.58;Erro
3000.txt;Verdadeira;Verdadeira;-0.755947;0.755947;31.95;68.05;Acerto
3001.txt;Verdadeira;Verdadeira;-0.482803;0.482803;38.16;61.84;Acerto
3002.txt;Verdadeira;Verdadeira;-0.634146;0.634146;34.66;65.34;Acerto
3003.txt;Verdadeira;Verdadeira;-0.397282;0.397282;40.2;59.8;Acerto
3004.txt;Verdadeira;Verdadeira;-2.287205;2.287205;9.22;90.78;Acerto
3005.txt;Verdadeira;Verdadeira;-1.156942;1.156942;23.92;76.08;Acerto
3006.txt;Verdadeira;Verdadeira;-2.236509;2.236509;9.65;90.35;Acerto
3007.txt;Verdadeira;Verdadeira;-0.895521;0.895521;29.0;71.0;Acerto
3008.txt;Verdadeira;Verdadeira;-1.938462;1.938462;12.58;87.42;Acerto
3009.txt;Verdadeira;Verdadeira;-0.415565;0.415565;39.76;60.24;Acerto
3010.txt;Verdadeira;Verdadeira;-0.929025;0.929025;28.31;71.69;Acerto
3011.txt;Verdadeira;Verdadeira;-0.431479;0.431479;39.38;60.62;Acerto
3012.txt;Verdadeira;Verdadeira;-1.178565;1.178565;23.53;76.47;Acerto
