Arquivo/ID;Classe Real;Classe Prevista;Probabilidade Fake (%);Confiança (%);Resultado;Texto
	Anderson Silva: Foi o pior momento da minha carreira até agora. Da minha vida e da minha carreira.
	Mas agora, tudo que o Anderson quer é olhar pra frente.Anderson Silva: O que eu tenho para dizer para vocês é que eu vou voltar. Estou me fortalecendo a cada dia. Obrigado pela forca de vocês, obrigado pelo energia positiva. Em breve eu estou de volta e espero poder ainda dar muitas alegrias para vocês, lutando."
true_123;Verdadeira;Fake;78.67;78.67;Erro;"Vice-presidente do Milan e filha do dono do clube (Silvio Berlusconi), Barbara Berlusconi perdeu a calma após a derrota da equipe por 4 a 3, de virada, para o modesto Sassuolo neste domingo. Irritada com a péssima campanha, a ex-namorada de Alexandre Pato pediu uma ""mudança urgente"" na equipe, que ocupa apenas a 11ª colocação do Campeonato Italiano com 22 pontos (30 a menos que o líder Juventus).A equipe treinada por Massimiliano Allegri chegou a abrir 2 a 0 com menos de 15 minutos de jogo (Robinho e Balotelli marcaram), mas levou a virada com quatro gols do jovem Domenico Berardi, de 19 anos.- Foi uma noite decepcionante, como outras, o que confirma que uma mudança urgente é necessária, com a contribuição de todos os envolvidos. Não vamos tolerar mais que nossos torcedores vejam atuações como essa - disse Barbara.No comando do time rossonero desde 2010, Allegri já anunciou que deixará o clube no final da temporada. Porém, deixou seu futuro nas mãos da diretoria e afirmou que já conversou com Adriano Galliano, também vice-presidente do Milan, sobre a situação.- Temos que continuar trabalhando. Precisamos de uma atitude diferente e nós temos que melhorar. O clube vai tomar suas decisões. Se um homem trabalha honestamente, não deve ter arrependimentos. Conversei com Galliani. Estou acostumado à pressão de perder meu emprego, tem sido assim desde minha segunda temporada aqui."
true_124;Verdadeira;Verdadeira;40.67;59.33;Acerto;Favorito ao prêmio de melhor do mundo de 2013, que será entregue pela Fifa na segunda-feira, Cristiano Ronaldo passou em branco neste domingo. Mas não foi por falta de tentativas. O camisa 7 teve quatro chances claras e parou três vezes em grandes defesas do goleiro Casilla (na quarta oportunidade, aos 44 do segundo tempo, chutou para fora com o gol aberto). Quem resolveu a partida para o Real Madrid foi outro jogador da seleção portuguesa: o zagueiro Pepe (brasileiro naturalizado lusitano), que garantiu a vitória de 1 a 0 sobre o Espanyol, fora de casa, pela 19ª rodada do Campeonato Espanhol.Com o gol de Pepe de cabeça aos 11 minutos da etapa final no Cornellá-El Prat, o time de Carlo Ancelotti ficou em terceiro lugar na tabela com 50 pontos, diminuindo para três a diferença para os líderes Barcelona e Atlético de Madrid, que empataram em 0 a 0 no sábado. O Espanyol soma 23 e aparece na nona colocação.Cristiano Ronaldo não marcou, mas apareceu bem e parou três vezes em boas defesas do goleiro Casilla (duas no primeiro tempo e uma no segundo). Eleito pela Fifa o melhor do mundo em 2008, quando ainda atuava pelo Manchester United, o camisa 7 viu Lionel Messi vencer o prêmio nos últimos quatro anos. Após grandes atuações e contusões do argentino em 2013, o português surge como favorito na disputa da Bola de Ouro, que conta ainda com o francês Franck Ribéry, campeão de tudo com o Bayern de Munique. O evento começa às 15h30m (de Brasília), segunda, com transmissão ao vivo do SporTV e acompanhamento em Tempo Real no GloboEsporte.com.Ancelotti escalou o Real neste domingo com Diego López, Carvajal, Pepe, Sergio Ramos, Marcelo, Xabi Alonso, Modric, Di Maria, Bale, Cristiano Ronaldo e Benzema. As melhores chances do primeiro tempo saíram dos pés do camisa 7. Aos 31, o português chutou forte e obrigou Casilla a bela defesa. Sete minutos depois, Cristiano Ronaldo cobrou falta com perigo e o goleiro do Espanyol salvou com os pés.Já aos 41, Di Maria desperdiçou boa oportunidade de tirar o zero do placar. O argentino recebeu pela esquerda, entre a zaga, mas em vez de chutar para o gol resolveu cruzar e a bola atravessou a área sem sucesso.Após o intervalo, o Real Madrid marcou aos 11 minutos, quando Modric cobrou falta da direita na cabeça de Pepe, que tocou sem defesa para Casilla. Cristiano Ronaldo voltou a aparecer bem aos 20: o português recebeu excelente lançamento de Di Maria pela direita, arrancou sozinho e entrou na área, mas chutou cruzado para fora.Onze minutos depois, o camisa 7 parou novamente nas mãos do goleiro do Espanyol, que voltou a fazer grande defesa após chute forte do atacante. Já aos 44, a chance final: após rebote em chute de Benzema, Casilla ficou caído e o português teve o gol aberto para marcar, mas bateu para fora.
true_125;Verdadeira;Verdadeira;14.0;86.0;Acerto;"Para Elano, chegar ao Flamengo foi coisa do destino. Desde a relação com o massagista Deni,
 que também trabalha para a seleção brasileira, até um encontro 
inesperado com Zico diante do Papa Francisco. Os dois mexeram com o 
jogador em momentos diferentes, colocando o clube em seu futuro. Nesta 
segunda-feira, ele foi apresentado oficialmente, vestiu a camisa e se 
sentiu em casa.

 Aos 32 anos, Elano
 foi contratado pelo Fla por um ano de empréstimo depois de uma 
passagem pelo Grêmio na qual não conseguiu apresentar seu futebol. Nada que  mude sua confiança.

 - Nasci para jogar em time grande - afirmou Elano.

 O jogador já começou a treinar com o grupo e se considerou à 
vontade no novo time. Sem pensar em histórias do passado ou nas 
dificuldades que enfrentou, Elano tem apenas uma certeza.

 - Será um grande ano.

Confira na íntegra a coletiva de apresentação de Elano:

Chegada - É a primeira vez em que tenho a oportunidade de jogar no 
Flamengo e viver no Rio de Janeiro. É um privilégio fazer parte deste 
time que acabou de ser campeão e ajudar como sempre quis. Tenho um 
grande objetivo pessoal para buscar junto com uma equipe campeã. Apesar
 de jovem, encontrei uma rapaziada muito comprometida. Estou muito 
feliz. Cheguei aqui há três dias e tem sido muito legal. A recepção foi 
muito legal. Já percebei que o entrosamento fora do campo é maravilhoso e
 tem tudo para dar certo.

Experiência - Vou procurar ajudar, passar as coisas mais simples do 
futebol. Em toda a minha carreira, procurei não inventar muito. Sempre 
quis ser útil como atleta e como amigo fora do campo. Esses dias aqui 
foram muito positivos. Fiz meu primeiro treinamento com bola e estou 
muito feliz. Quero ser referência dentro e fora de campo. Tem um cara 
que é o Leonardo Moura, do bem. Venho para colaborar e ajudar. O mais 
importante é o resultado dentro do campo. Vou procurar o melhor para mim
 e para o Flamengo.

Seleção brasileira - Nunca está fechada para ninguém. Sei bem, tenho 68 
convocações. Nunca vou desistir. Não tive um ano tão bom não por minha 
causa. Tinha condições plenas. Não poderia ter sido uma escolha melhor. 
Se começar bem, fizer uma grande Libertadores, eu e outros jogadores do 
Flamengo teremos condições de jogar a Copa do Mundo.

Comparação com Elias - Elias é volante e eu sou meia. Ele é mais defensivo e eu sou 
ofensivo. Me aproximo mais do centroavante, dos atacantes. Treinamos 
juntos na seleção brasileira, ele como volante e eu como meia. Fez 
bastante a diferença e ajudou o Flamengo a conquistar a Copa do Brasil. A
 torcida está triste com a saída dele.

Morar no Rio - O Rio de Janeiro oferece tudo de bom e positivo que você 
possa fazer. Estou muito feliz. Minha filha me cobra todo dia que quer 
vir ao Rio. Uma de oito e outra de cinco querem conhecer o Cristo. 
Estamos em busca de uma residência para que possa estar com todo mundo. 
Além de estar em um grande clube, vou morar em uma das melhores cidades 
do mundo. Meu primeiro objetivo é a melhora minha como atleta com as 
conquistas do Flamengo.

2013 para 2014 - O que aconteceu ano passado foi que o Renato colocou três 
zagueiros e três volantes e deu certo. Respeito, não vejo como maldade. 
Não tenho problema com o que aconteceu, mas não me faz feliz ficar no 
banco. A possibilidade do Flamengo aconteceu há quatro dias. Não pensei.
 Precisava de um grande objetivo na minha vida e está acontecendo. Tem 
tudo para ser um grande ano, mas sei das minhas responsabilidades no 
Flamengo.

Recepção - Tem duas providências de Deus na minha vida. A primeira foi o Deni,
 massagista há 30 anos no Flamengo, que falava que um dia eu jogaria 
aqui. E a última vez que vim ao Rio foi na visita do Papa e quem estava
 do meu lado era o Zico entregando uma camisa do Flamengo. Ele disse 
'não está a fim de vestir essa camisa?'. Eu respondi que se fosse a 
vontade de Deus aconteceria. Agradeço. Não é para qualquer um com 32 
anos estar no Flamengo com possibilidade de fazer o melhor. Por isso 
aceitei esse desafio. Com 15 anos de carreira, sei o que posso e não 
posso. Quero muito fazer muita coisa no campo para ajudar o Flamengo.

 Imagem do Fla - A  gente
 vê de fora algumas boas e outras ruins. Faz parte do futebol, mas não 
vê o que acontece. Posso confirmar o que estou presenciando. Estou 
gostando para caramba.
 Sou muito interiorano e a maneira que encontrei aqui de treinar está 
sendo muito positiva. O que mais posso pedir para Deus é trabalhar para 
fazer o meu melhor. Agradeço ao torcedor pelas mensagens positivas. Cabe a
 mim trabalhar e fazer o melhor. A torcida sempre estará ao lado de 
todos.

 Desafio e pressão - Eu venho preparado porque antes de fechar qualquer coisa a 
gente procura analisar o que vai encontrar, pensar prós e contras. 
Acho que minha carreira é brilhante porque não fujo das minhas 
responsabilidades. Nos momentos mais difíceis foi por um erro e assumo. Nasci para jogar em time grande. Minha 
carreira foi assim. Estou no lugar certo. Determinação e raça não vão 
faltar.

Parceria com Léo Moura - Junto com ele, vou aprender. Ele tem mais tempo de casa e vou
 procurar informações, porque no futebol para ser campeão precisa ter um
 grupo com o mesmo pensamento, sem problemas. O futebol está muito 
nivelado. O Léo tem nove anos de caso. Vou ficar junto com ele na direita e fazer o melhor.Cavadinha contra o Fla - Estou do lado dele no ônibus. Já brinquei com ele, mas não posso dizer o que falei com o Felipe (risos).Robinho no Flamengo? - A coisa mais fácil é falar com Robinho. A mais difícil é falar sério. 
Imagina eu falando de negócios com ele. Nem gosto de falar com meus 
amigos de negócios, pois não vou resolver nada."
true_126;Verdadeira;Fake;77.33;77.33;Erro;"O primeiro grande anúncio durante a premiação da Bola de Ouro da Fifa, que está sendo realizada na tarde desta sexta-feira, na sede da entidade, em Zurique, na Suíça, foi a confirmação da seleção dos jogadores que mais se destacaram na temporada de 2013. Como de costume, o Brasil esteve presente com o zagueiro Thiago Silva, do Paris Saint-Germain, e o lateral Daniel Alves, do Barcelona. Contratado como grande estrela do clube espanhol, Neymar acabou ficando fora.Todos jogadores associados aos sindicatos do mundo que formam a FIFPro participaram de uma votação secreta para escolherem a Seleção Mundial de 2013, com um goleiro, quatro jogadores de defesa, três meias e três atacantes.Assim, o time estrelado foi confirmado com Manuel Neuer (Bayern de Munique); Philipp Lahm (Bayern de Munique), Thiago Silva (Paris Saint-Germain), Sergio Ramos (Real Madrid) e Daniel Alves (Barcelona); Andrés Iniesta (Barcelona), Xavi (Barcelona) e Franck Ribéry (Bayern de Munique); Cristiano Ronaldo (Real Madrid), Messi (Barcelona) e Zlatan Ibrahimovic (Paris Saint-Germain).Apenas o meia Iniesta, do Barcelona, foi o único que não compareceu para a premiação. O jogador se recupera de uma lesão no joelho esquerdo e segue em tratamento no clube espanhol.Em seguida, a Fifa anunciou o melhor técnico da temporada 2013. Depois de um ano espetacular no comando do Bayern de Munique, quando venceu a Liga dos Campeões, o Campeonato Alemão e a Copa da Alemanha, Jupp Heynckes levou a taça. Ele disputava o posto com Alex Ferguson (ex-Manchester United) e Jürgen Klopp (Borussia Dortmund)."
true_127;Verdadeira;Fake;70.67;70.67;Erro;"Os brasileiros Rubens Barrichello e Felipe Massa expressaram sua tristeza pelo falecimento de John Button, pai do piloto Jenson Button, que foi encontrado morto neste domingo em sua casa, no sul da França. O ex-piloto de rali britânico era presença constante nas corridas, 
tendo se ausentado de apenas um dos 247 GPs do filho desde a estreia de 
Jenson, em 2000. - Um dia muito triste para a Fórmula 1! Perdemos John Button, pai de Jenson Button, um dos caras mais bacanas do padock! Fique forte, Jenson - postou Massa.John Button era uma figura 
querida e carismática dos paddocks da Fórmula 1, e Rubinho fez questão de deixar isso claro em sua postagem.- Que perda triste... A F-1 te amava demais, grande John. Vou sentir sua falta.  R.I.P. John Button - publicou Rubinho.A suspeita é
de que John não tenha resistido a um ataque cardíaco. Ele tinha 68 anos e
 foi encontrado por um amigo que foi visitá-lo. Além de Jenson, ele 
deixou outras três filhas: Natasha, Samantha e Tanya, que ""pediram que 
sua privacidade fosse respeitada durante esse momento extremamente 
difícil"", como informou a assessoria de Button nesta segunda-feira."
true_128;Verdadeira;Verdadeira;44.0;56.0;Acerto;"Praticamente uma hora depois de conceder entrevista coletiva na qual anunciou sua aposentadoria dos gramados, o holandês Seedorf já estava em Saquarema-RJ para se despedir do elenco do Botafogo, que realiza pré-temporada na cidade da Região dos Lagos. O meia chegou de helicóptero ao Centro de Treinamento da Confederação Brasileira de Voleibol (CBV) e se emocionou ao abraçar os ex-companheiros, chorando no adeus.Seedorf havia dito que fazia questão de abraçar todos os jogadores. E o fez. A maioria o acompanhou durante o um ano e meio em que o agora ex-jogador defendeu o Botafogo. No clube, o holandês venceu o Carioca de 2013 e conquistou a vaga para a disputa da Taça Libertadores de 2014. O craque também cumprimentou os funcionários do departamento de futebol.- Na vida, quando a oportunidade vem, você tem que pegar. E o futebol dá muitas oportunidades de crescer como profissional e como homem. O que construímos aqui juntos é o que me dá tranquilidade para este novo desafio. Cada um de vocês me fez pensar e raciocinar. Agradeço a todos pelo apoio e por aceitarem meu jeito de ser. O mais importante foi a mentalidade que construímos. Meu sonho é sempre ver esse espírito vencedor. Tinha muita vontade de ajudar mais e tenho orgulho de ter feito parte deste grupo - disse Seedorf, emocionado. O lateral-direito Edilson comentou sobre a convivência com o craque, sobre seus ensinamentos no dia a dia e desejou sorte ao ex-companheiro neste desafio à frente do Milan.- Desde o meu primeiro dia no Botafogo, eu aprendi demais com o Seedorf. Nos treinos, nos jogos, na concentração. Perdemos um jogador fantástico e um ser humano maravilhoso. Desde as orientações táticas pela sua vivência no futebol europeu até os conselhos de vida, ele me ensinou muito. Eu só tenho a agradecê-lo pela convivência e pela amizade que construímos. Torço muito para o seu sucesso na Europa. Com certeza, se tornará um excelente técnico - afirmou o lateral.O retorno ao Rio de Janeiro cerca de uma hora depois, também de helicóptero. Antes, ele acenou para os cerca de 50 tocedores que acompanhavam tudo do muro e ouviu pela última vez sua música como atleta alvinegro: ""Seedorf, oba, oba!""."
true_129;Verdadeira;Verdadeira;43.33;56.67;Acerto;"O Flamengo-SP está nas oitavas de final da Copa São Paulo de Futebol Júnior. A equipe rubro-negra, formada por jogadores e comissão técnica do Corinthians, encarou a partida contra o Palmeiras como um clássico, e venceu por 4 a 3, garantindo vaga nas oitavas de final da competição - o adversário será o Atlético-MG.Por outro lado, o Palmeiras, que entrou na competição como um dos favoritos ao título por ter conquistado o vice-campeonato brasileiro Sub-20 do ano passado, sentiu a ausência de alguns de seus principais jogadores e se despediu da competição sem deixar uma boa impressão.<b>Flamengo vence nos contra-ataques</b>O 
Palmeiras ficou a frente no placar em duas oportunidades: 1 a 0 e 2 a 1.
 Porém, a equipe flamenguista, bem treinada e aproveitando a velocidade 
nos contra-ataques, conseguiu a virada na segunda etapa.O 
primeiro tempo ficaria marcado pelos quatro gols, dois de cada lado, não
 fosse a bela atuação do meia palmeirense Mateus Gonçalves. Recuperado 
de uma lesão que o afastou dos gramados pelas últimas três semanas, o 
camisa 11 voltou ao time titular e, logo aos três minutos, assistiu o 
seu companheiro Christopher, que bateu forte de fora da área e marcou o 
primeiro gol para o Verdão.O Flamengo não se abalou e chegou ao empate rapidamente, aos 16. 
Fabrício puxou contra-ataque e tocou para Carioca, que bateu de 
primeira, cruzado, por baixo do goleiro Vinícius.Mas a 
primeira etapa era mesmo de Mateus Gonçalves. No minuto seguinte após sofrer o empate, o destaque palmeirense, 
que já havia participado do primeiro gol, recebeu dentro da área e bateu
 colocado. Rafael fez a defesa.No lance seguinte, aos 23 minutos, ele marcou. Após lançamento em 
profundidade pelo lado esquerdo do ataque, o meia dominou, passou por 
dois defensores e bateu no canto esquerdo do goleiro rubro negro. O técnico do Verdão, Diogo Giacomini, ainda pedia mais calma e posse 
de bola aos seus jogadores quando o Palmeiras foi surpreendido. Em novo 
contra-ataque, Vinícius defendeu o primeiro chute, mas a bola caiu nos 
pés de Carioca, que só teve o trabalho de empurrar para o gol vazio.Ainda
 no primeiro tempo, Mateus Gonçalves ainda assustou o goleiro 
flamenguista, aos 36, quando tentou cruzar a bola na área. A bola foi 
desviada e por pouco não enganou o camisa um.Na segunda etapa, o meia palmeirense sumiu. Talvez pelo cansaço e falta de ritmo de jogo, que o próprio jogador acusou no intervalo da partida. O Palmeiras atacava, o Flamengo aguardava e apostava nos contra-ataques. E foi assim que o time de Guarulhos marcou mais dois. Primeiro, com Guaxupé, que passou por dois marcadores em velocidade e, dentro da área, bateu na saída de Vinícius, aos 16 minutos.Aos 24, Fabrício Mamão foi lançado em profundidade, Vinícius saiu mal e, na dividida, o atacante flamenguista levou vantagem.O placar de 4 a 2, que parecia ter definido a partida, logo foi modificado. No minuto seguinte, o centroavante Erik recebeu na meia lua, ameaçou bater com a perna direita, fez a finta e chutou de canhota, diminuindo a vantagem rubro-negra.O Palmeiras passou a pressionar o Flamengo. O empate levaria a partida para os pênaltis. Dentre as chances criadas, a mais clara surgiu dos pés do atacante Erik, aos 46 minutos. O camisa 9 invadiu a área e bateu forte, mas Raphael Afalo conseguiu abafar o chute."
true_130;Verdadeira;Verdadeira;44.33;55.67;Acerto;"O volante Mineiro não quer deixar barato o soco que levou durante a vitória por 2 a 0 sobre o São Raimundo, pela última rodada da Copa São Paulo de Futebol Júnior (reveja o incidente no vídeo ao lado). Após conversar com integrantes do departamento jurídico do clube e familiares, o jogador quer entrar com uma ação contra o zagueiro Douglas, que o agrediu no sábado, em Tatuí. Caso seja punido pela Justiça Desportiva, o jogador da equipe de Roraima pode pegar de quatro a 12 partidas de suspensão.– A diretoria e o doutor Filipe (Souza, advogado do Guarani) entraram em contato comigo, dizendo que 
vão entrar com as medidas cabíveis. Estou conversando com a minha 
família para ver se posso entrar com algum processo também. Não cheguei a
 conversar isso com o Filipe, mas iria entrar junto com o Guarani. Ainda
 não tinha visto o lance pela TV, mas fiquei chocado. Não acreditei que 
aquilo aconteceu – disse o jovem, que, após ficar internado, voltou para a casa da família, em Espírito Santo do Pinhal, no interior de São Paulo.Mineiro garante que não teve a intenção de irritar o 
adversário e que tentou apenas afastá-lo do bolo de jogadores que 
trocavam empurrões na lateral do gramado. Ainda mostrou que o soco foi 
tão forte que nem conseguiu lembrar direito o que aconteceu em campo.–
 Eles acertaram o jogador do nosso time sem bola, esse foi o motivo da 
confusão. Eu estava longe da jogada, fui caminhando tranquilo. Vi ele 
(Douglas) saindo, fui tentar tirá-lo do meio, porque os jogadores do 
nosso time queriam agredi-lo. Acho que não cheguei a falar nada para 
ele. A pancada foi tão forte que não me lembro direito. Só coloquei a 
mão no braço dele – disse o volante, que se apresentará normalmente ao 
Guarani no dia 3 de fevereiro.O departamento jurídico bugrino enxerga a questão de maneira diferente. Apesar de indignados com a agressão, os dirigentes acreditam que o caso deve ser mantido no âmbito esportivo, e não ser levado ao criminal. O caso está inserido no artigo 254 (praticar agressão física durante a 
partida, prova ou equivalente, com soco, cotovelada, cabeçada ou golpes 
similares). A intenção do clube paulista era anexar um laudo médico que comprovasse 
uma lesão corporal, mas os exames de raio-X não encontraram qualquer tipo de 
problema físico.– A coisa mais importante para o Guarani é saber que o jogador está bem. Ele ainda vai fazer alguns exames, mas de forma geral está bem. A Justiça Desportiva vai aplicar as penalidades. É sempre a primeira medida que a gente pensa, que nós acreditamos. A própria Justiça vai dar uma resposta. Num primeiro momento, não se cogita levar para outra esfera. Se a família do jogador quiser, claro que o Guarani vai tentar ajudar da melhor maneira – disse o advogado."
true_131;Verdadeira;Fake;71.33;71.33;Erro;Se recuperando de uma segunda lesão no joelho, o astro do Chicago Bulls Derrick Rose vem animando os médicos e o técnico da equipe. O jogador já começa a andar se mas muletas e em breve irá se juntar ao grupo dos Bulls para as viagens durante a temporada regular da NBA. Derrick teve uma lesão no menisco do joelho direito em novembro, depois de um ano e meio fora das quadras por outra lesão e apenas dez jogos desde o retorno.- Ele está cada vez melhor. Já não usa as muletas e faz cada vez mais movimentos comuns. Rose poderá viajar conosco, possivelmente, nas próximas semanas. Sua recuperação está sendo genial - disse o técnico dos Bulls Tom Thibodeau.O Chicago Bulls conta muito com o retorno do jogador. Apesar da dificuldade e dos médicos serem reticentes, alguns acreditam em seu retorno nos playoffs, ainda mais agora que a equipe fez uma troca com o Cleveland Cavaliers, com Luol Deng indo para a equipe do brasileiro Anderson Varejão. Em dezembro, Rose já havia dito que não se sentia acabado para o basquete, ainda de muletas.
true_132;Verdadeira;Fake;59.33;59.33;Erro;"
	Cezar Mutante vai retornar ao octógono no segundo evento do UFC no Brasil em 2014, previsto para 23 de março. O campeão do primeiro The Ultimate Fighter Brasil vai enfrentar o americano CB Dollaway, que foi vice-campeão da sétima temporada do TUF nos EUA. O duelo ainda não foi anunciado pelo Ultimate, mas o Combate.com confirmou com fontes ligadas à organização que ele já foi acertado pelas partes. Natal, capital do Rio Grande do Norte, está muito perto de ser a sede do card.
	Esta não é a primeira vez que a luta entre os dois atletas da divisão peso-médio (até 84kg) é casada. O encontro inicialmente foi marcado para a primeira edição do UFC em Jaraguá do Sul-SC, em maio de 2013. No entanto, primeiro Mutante saiu do card, sendo seguido por Dollaway. Chris Camozzi, substituto do brasileiro, acabou enfrentando Ronaldo Jacaré.
	E este também não é o primeiro combate acertado para o evento de 23 de março. Outro brasileiro, o meio-pesado Fábio Maldonado, já havia revelado que vai encarar o americano Gian Villante.
	Mais Combate.com: confira as últimas notícias do mundo do MMA
	Aos 28 anos, Cezar Mutante tem sete vitórias e duas derrotas como profissional de MMA. A última aparição do pupilo de Vitor Belfort no UFC foi em novembro de 2013, em Goiânia, quando derrotou Daniel Sarafian por decisão dividida dos jurados. 
	Já CB Dollaway, de 30 anos, possui 13 vitórias e cinco derrotas. Ao contrário do brasileiro, o peso-médio americano vem de derrota no Ultimate, para Tim Boetsch no UFC 166, em outubro de 2013, também por decisão dividida.
	 "
true_133;Verdadeira;Verdadeira;40.33;59.67;Acerto;"Um dos duelos das oitavas de final da Copa do São Paulo de Futebol Júnior colocará frente a frente os dois clubes com as maiores torcidas do Brasil. Depois de o Flamengo suar para eliminar o Mirassol, o Corinthians, em evolução, arrasou o Juventude por 7 a 1, na noite desta quarta-feira, no Estádio Major Levy Sobrinho, em Limeira, para marcar encontro com o Rubro-Negro. A classificação foi encaminhada no primeiro tempo, quando o Timão fez 4 a 1 com Zé Paulo (duas vezes), Guilherme e Leandro – Dionas Bruno descontou também antes do intervalo. Na etapa final, Guilherme, mais uma vez, e Malcom, em dose dupla, fecharam a goleada alvinegra. O massacre teve a assinatura dos três principais artilheiros corintianos na competição. Malcom lidera a lista, com quatro gols, seguido de perto por Zé Paulo e Leandro, com três. Eles contaram com a colaboração do goleiro Maurício, que falhou em três gols do TimãoContra o Flamengo, o Corinthians continua em Limeira, onde está invicto no torneio. Além do Juventude, venceu XV de Piracicaba e Inter de Limeira e empatou com o Remo. O duelo está marcado para sexta-feira, às 21h. Quem avançar vai enfrentar, nas quartas de final, o vencedor do duelo entre Paraná e América-MG.corinthians sobra no primeiro tempoCom a forte marcação do Juventude no início, com apenas um atacante de ofício, o Corinthians precisou apostar em chutes de longe. A estratégia deu certo e abriu caminho para a vitória alvinegra. Primeiro com Zé Paulo, aos 11 minutos. Da ponta esquerda, ele arriscou, a bola bateu no famoso ""montinho artilheiro"" e subiu o suficiente para atrapalhar o goleiro Maurício, que ainda tocou na bola, mas não conseguiu evitar a abertura do placar. Na sequência, Maurício nada pôde fazer quando Guilherme roubou a bola na intermediária e soltou a bomba no ângulo direito. A vida do goleiro do Juventude não estava fácil. O Timão ainda acertou a trave com Malcom, aos 35, antes de ampliar a vantagem. Em nova jogada de Malcom, Maurício soltou a bola e dividiu com Leandro, que levou a melhor, com a ajuda de uma ajeitada na mão, e empurrou para o gol vazio. Com 3 a 0 contra no placar, o Juventude tentou esboçar uma reação e marcou com Dionas Bruno, de pênalti, aos 4. O atacante sofreu a falta de Felipe Zang e bateu com categoria. Mas o Corinthians, voando, tratou logo de acabar com qualquer esperança gaúcha e liquidou a fatura ao fazer o quarto gol, com Zé Paulo, de cabeça, após cobrança de escanteio. TREINO DE LUXO NO SEGUNDO TEMPOCom o placar confortável, o Corinthians controlou as ações no segundo tempo, mas não quis saber de apenas administrar. O Timão continuou em cima. A insistência transformou a goleada em massacre. Aos 28, Guilherme fez o seu segundo gol e o quinto corintiano em lance individual. O chute saiu fraco, mas Maurício aceitou. Quatro minutos depois, Malcom começou o seu show particular ao receber lançamento de Felipe Zang, invadir a área e tocar entre as pernas de Maurício. Malcom ainda teve tempo de se isolar na artilharia do Corinthians na Copinha. Aos 37, o atacante completou de cabeça cruzamento de Bryan da esquerda, fechando o passeio corintiano em Limeira. "
true_134;Verdadeira;Fake;58.67;58.67;Erro;O meia Felipe não gostou da repercussão sobre a sua ida ao treinamento do America neste quarta-feira. O jogador acompanhou o trabalho da equipe em Edson Passos, na Baixada Fluminense. Logo em seguida, o vice-presidente do Mecão, Gilberto Cardeal, confirmou que o clube tem interesse no jogador. A empresa que gerencia o futebol do clube, a ODG, também deu aval à informação, mas ainda sem nenhuma proposta oficial.- Havia uma conversa sobre o interesse no jogador. Conversei com o Fábio, que é o representante do America junto ao grupo ODG. Soube dessa questão também. Estou tentando entrar em contato novamente com ele - disse.A equipe do GloboEsporte.com procurou o jogador, ex-Fluminense, para repercutir o assunto. Ao meia, por telefone, foi perguntado se ele teria interesse em defender o America e se já havia sido iniciado alguma conversa com o clube que disputa a Série B do Rio. Mas Felipe se revoltou.- Me respeita, c... Eu só sou amigo dos caras e fui assistir ao treino. Me respeita! - esbravejou.Centenário, o America foi sete vezes campeão carioca. Atualmente o clube tenta voltar para a elite do futebol do Rio. Nesta empreitada, a diretoria acertou com o lateral-esquerdo Gilberto, que foi a duas Copas do Mundo e teve passagens marcantes por Cruzeiro, Flamengo, Vasco, Internazionale e Grêmio. Ele abriu mão da aposentadoria.Nas Laranjeiras, o meia de 36 anos foi reserva durante quase toda a temporada e não teve sequência. Sem renovar, Felipe estuda propostas do mundo árabe e de um time brasileiro para encerrar a carreira. Uma volta para São Januário também foi discutida, mas o salário do ídolo da torcida pesa contra. No Flu, ele ganhava cerca de R$ 350 mil mensais e não estaria disposto a reduzir em mais de 50% para se adequar à política financeira do rebaixado ex-clube.Três horas depois da publicação da reportagem, Felipe entrou em contato com o GloboEsporte.com e negou ter menosprezado o America.- Não desrespeitei o América. Estive lá hoje porque tenho amigos no clube e não desrespeitaria a instituição.
true_135;Verdadeira;Fake;60.0;60.0;Erro;"Três dias após a morte do pai - o ex-piloto de rali e
figura querida nos paddocks da F-1, John Button - Jenson Button resolveu
usar as redes sociais para manifestar o seu amor pelo patriarca da família,
John. Em sua conta no Twitter, Jenson quebrou o silêncio nesta quarta-feira, com palavras
emocionadas. - Obrigado a todos pelas mensagens adoráveis a respeito do
meu pai. É muito bacana ver que ele encantou tanta gente. Ele era uma grande
parte da minha vida e sentirei muito a sua falta. Papai, você não acreditaria o
quanto eu me sinto orgulhoso de poder te chamar de meu pai. Eu te amo Papai
Smurf, você estará sempre no meu coração. Descanse em paz com os anjos.  John Button, pai do piloto Jenson Button, foi encontrado morto neste domingo em sua
casa, no sul da França. Ex-piloto de rali, o britânico era presença constante
nas corridas, tendo se ausentado de apenas um dos 247 GPs do filho desde a
estreia de Jenson, em 2000. A suspeita é de que John não tenha resistido a um
ataque cardíaco. Ele tinha 70 anos e foi encontrado por um amigo que foi
visitá-lo. Além de Jenson, ele deixou outras três filhas: Natasha, Samantha e
Tanya, que ""pediram que sua privacidade fosse respeitada durante esse momento
extremamente difícil"", como informou a assessoria de Button nesta
segunda-feira."
true_136;Verdadeira;Verdadeira;27.67;72.33;Acerto;"
