Arquivo;Classe Real;Classe Prevista;Probabilidade Fake (%);Confiança (%);Resultado
3463.txt;Verdadeira;Verdadeira;7.0;93.0;Acerto
3464.txt;Verdadeira;Verdadeira;14.67;85.33;Acerto
3465.txt;Verdadeira;Verdadeira;11.33;88.67;Acerto
3466.txt;Verdadeira;Verdadeira;38.33;61.67;Acerto
3467.txt;Verdadeira;Verdadeira;3.67;96.33;Acerto
3468.txt;Verdadeira;Verdadeira;18.33;81.67;Acerto
3469.txt;Verdadeira;Verdadeira;2.0;98.0;Acerto
3470.txt;Verdadeira;Verdadeira;4.0;96.0;Acerto
3471.txt;Verdadeira;Verdadeira;22.67;77.33;Acerto
3472.txt;Verdadeira;Verdadeira;40.67;59.33;Acerto
3473.txt;Verdadeira;Fake;51.0;51.0;Erro
3474.txt;Verdadeira;Verdadeira;24.67;75.33;Acerto
3475.txt;Verdadeira;Verdadeira;7.67;92.33;Acerto
3476.txt;Verdadeira;Verdadeira;20.33;79.67;Acerto
3477.txt;Verdadeira;Verdadeira;8.67;91.33;Acerto
3478.txt;Verdadeira;Verdadeira;3.67;96.33;Acerto
3479.txt;Verdadeira;Verdadeira;2.33;97.67;Acerto
3480.txt;Verdadeira;Verdadeira;39.67;60.33;Acerto
3481.txt;Verdadeira;Verdadeira;32.33;67.67;Acerto
3482.txt;Verdadeira;Verdadeira;1.67;98.33;Acerto
3483.txt;Verdadeira;Verdadeira;4.33;95.67;Acerto
3484.txt;Verdadeira;Verdadeira;23.33;76.67;Acerto
3485.txt;Verdadeira;Verdadeira;2.33;97.67;Acerto
3486.txt;Verdadeira;Verdadeira;2.67;97.33;Acerto
3487.txt;Verdadeira;Verdadeira;30.33;69.67;Acerto
3488.txt;Verdadeira;Verdadeira;11.33;88.67;Acerto
3489.txt;Verdadeira;Verdadeira;15.33;84.67;Acerto
3490.txt;Verdadeira;Verdadeira;15.0;85.0;Acerto
3491.txt;Verdadeira;Verdadeira;3.33;96.67;Acerto
3492.txt;Verdadeira;Verdadeira;6.0;94.0;Acerto
3493.txt;Verdadeira;Verdadeira;4.0;96.0;Acerto
3494.txt;Verdadeira;Verdadeira;19.33;80.67;Acerto
3495.txt;Verdadeira;Verdadeira;30.0;70.0;Acerto
3496.txt;Verdadeira;Verdadeira;8.67;91.33;Acerto
3497.txt;Verdadeira;Verdadeira;12.0;88.0;Acerto
3498.txt;Verdadeira;Verdadeira;17.0;83.0;Acerto
3499.txt;Verdadeira;Verdadeira;22.67;77.33;Acerto
3500.txt;Verdadeira;Verdadeira;3.0;97.0;Acerto
3501.txt;Verdadeira;Verdadeira;23.67;76.33;Acerto
3502.txt;Verdadeira;Verdadeira;4.67;95.33;Acerto
3503.txt;Verdadeira;Verdadeira;9.67;90.33;Acerto
3504.txt;Verdadeira;Verdadeira;24.0;76.0;Acerto
3505.txt;Verdadeira;Verdadeira;6.67;93.33;Acerto
3506.txt;Verdadeira;Verdadeira;12.67;87.33;Acerto
3507.txt;Verdadeira;Verdadeira;42.0;58.0;Acerto
3508.txt;Verdadeira;Verdadeira;8.0;92.0;Acerto
3509.txt;Verdadeira;Verdadeira;9.0;91.0;Acerto
3510.txt;Verdadeira;Verdadeira;23.33;76.67;Acerto
3511.txt;Verdadeira;Verdadeira;19.33;80.67;Acerto
3512.txt;Verdadeira;Verdadeira;13.0;87.0;Acerto
3513.txt;Verdadeira;Verdadeira;5.33;94.67;Acerto
3514.txt;Verdadeira;Verdadeira;19.67;80.33;Acerto
3515.txt;Verdadeira;Verdadeira;9.67;90.33;Acerto
3516.txt;Verdadeira;Verdadeira;34.67;65.33;Acerto
3517.txt;Verdadeira;Fake;65.0;65.0;Erro
3518.txt;Verdadeira;Verdadeira;21.67;78.33;Acerto
3519.txt;Verdadeira;Verdadeira;23.67;76.33;Acerto
3520.txt;Verdadeira;Verdadeira;2.33;97.67;Acerto
3521.txt;Verdadeira;Verdadeira;42.33;57.67;Acerto
3522.txt;Verdadeira;Verdadeira;42.67;57.33;Acerto
3523.txt;Verdadeira;Verdadeira;1.67;98.33;Acerto
3524.txt;Verdadeira;Verdadeira;2.0;98.0;Acerto
3525.txt;Verdadeira;Verdadeira;12.67;87.33;Acerto
3526.txt;Verdadeira;Verdadeira;11.33;88.67;Acerto
3527.txt;Verdadeira;Verdadeira;7.33;92.67;Acerto
3528.txt;Verdadeira;Verdadeira;6.33;93.67;Acerto
3529.txt;Verdadeira;Verdadeira;6.67;93.33;Acerto
3530.txt;Verdadeira;Verdadeira;4.33;95.67;Acerto
3531.txt;Verdadeira;Verdadeira;5.0;95.0;Acerto
3532.txt;Verdadeira;Verdadeira;8.67;91.33;Acerto
3533.txt;Verdadeira;Verdadeira;3.67;96.33;Acerto
3534.txt;Verdadeira;Verdadeira;11.33;88.67;Acerto
3535.txt;Verdadeira;Verdadeira;12.0;88.0;Acerto
3536.txt;Verdadeira;Verdadeira;3.67;96.33;Acerto
3537.txt;Verdadeira;Verdadeira;47.0;53.0;Acerto
3538.txt;Verdadeira;Verdadeira;34.0;66.0;Acerto
3539.txt;Verdadeira;Verdadeira;16.67;83.33;Acerto
3540.txt;Verdadeira;Verdadeira;11.33;88.67;Acerto
3541.txt;Verdadeira;Verdadeira;10.33;89.67;Acerto
3542.txt;Verdadeira;Verdadeira;2.0;98.0;Acerto
3543.txt;Verdadeira;Verdadeira;33.33;66.67;Acerto
3544.txt;Verdadeira;Verdadeira;3.33;96.67;Acerto
3545.txt;Verdadeira;Verdadeira;10.0;90.0;Acerto
3546.txt;Verdadeira;Verdadeira;12.0;88.0;Acerto
3547.txt;Verdadeira;Verdadeira;2.67;97.33;Acerto
3548.txt;Verdadeira;Verdadeira;15.67;84.33;Acerto
3549.txt;Verdadeira;Verdadeira;25.0;75.0;Acerto
3550.txt;Verdadeira;Fake;56.0;56.0;Erro
3551.txt;Verdadeira;Verdadeira;3.67;96.33;Acerto
3552.txt;Verdadeira;Verdadeira;7.0;93.0;Acerto
3553.txt;Verdadeira;Verdadeira;13.67;86.33;Acerto
3554.txt;Verdadeira;Verdadeira;14.33;85.67;Acerto
3555.txt;Verdadeira;Verdadeira;8.67;91.33;Acerto
3556.txt;Verdadeira;Verdadeira;4.33;95.67;Acerto
3557.txt;Verdadeira;Verdadeira;8.0;92.0;Acerto
3558.txt;Verdadeira;Verdadeira;19.67;80.33;Acerto
3559.txt;Verdadeira;Verdadeira;6.67;93.33;Acerto
3560.txt;Verdadeira;Verdadeira;16.0;84.0;Acerto
3561.txt;Verdadeira;Verdadeira;6.33;93.67;Acerto
3562.txt;Verdadeira;Verdadeira;2.0;98.0;Acerto
3563.txt;Verdadeira;Verdadeira;23.67;76.33;Acerto
3564.txt;Verdadeira;Verdadeira;2.0;98.0;Acerto
3565.txt;Verdadeira;Verdadeira;35.67;64.33;Acerto
3566.txt;Verdadeira;Verdadeira;20.67;79.33;Acerto
3567.txt;Verdadeira;Fake;73.33;73.33;Erro
3568.txt;Verdadeira;Verdadeira;9.67;90.33;Acerto
3569.txt;Verdadeira;Verdadeira;1.67;98.33;Acerto
3570.txt;Verdadeira;Verdadeira;3.0;97.0;Acerto
3571.txt;Verdadeira;Verdadeira;24.0;76.0;Acerto
3572.txt;Verdadeira;Verdadeira;13.0;87.0;Acerto
3573.txt;Verdadeira;Verdadeira;7.67;92.33;Acerto
3574.txt;Verdadeira;Verdadeira;6.67;93.33;Acerto
3575.txt;Verdadeira;Verdadeira;16.67;83.33;Acerto
3576.txt;Verdadeira;Verdadeira;5.0;95.0;Acerto
3577.txt;Verdadeira;Verdadeira;28.0;72.0;Acerto
3578.txt;Verdadeira;Verdadeira;8.33;91.67;Acerto
3579.txt;Verdadeira;Fake;77.0;77.0;Erro
3580.txt;Verdadeira;Verdadeira;10.67;89.33;Acerto
3581.txt;Verdadeira;Fake;52.67;52.67;Erro
3582.txt;Verdadeira;Verdadeira;3.33;96.67;Acerto
3583.txt;Verdadeira;Verdadeira;14.0;86.0;Acerto
3584.txt;Verdadeira;Verdadeira;20.67;79.33;Acerto
3585.txt;Verdadeira;Verdadeira;5.33;94.67;Acerto
3586.txt;Verdadeira;Verdadeira;9.0;91.0;Acerto
3587.txt;Verdadeira;Verdadeira;8.33;91.67;Acerto
3588.txt;Verdadeira;Verdadeira;29.67;70.33;Acerto
3589.txt;Verdadeira;Verdadeira;5.0;95.0;Acerto
3590.txt;Verdadeira;Verdadeira;12.0;88.0;Acerto
3591.txt;Verdadeira;Verdadeira;6.0;94.0;Acerto
3592.txt;Verdadeira;Verdadeira;11.33;88.67;Acerto
3593.txt;Verdadeira;Verdadeira;13.0;87.0;Acerto
3594.txt;Verdadeira;Verdadeira;8.33;91.67;Acerto
3595.txt;Verdadeira;Verdadeira;3.0;97.0;Acerto
3596.txt;Verdadeira;Verdadeira;12.0;88.0;Acerto
3597.txt;Verdadeira;Verdadeira;3.33;96.67;Acerto
3598.txt;Verdadeira;Verdadeira;6.33;93.67;Acerto
3599.txt;Verdadeira;Verdadeira;3.33;96.67;Acerto
3600.txt;Verdadeira;Verdadeira;18.0;82.0;Acerto
3601.txt;Verdadeira;Verdadeira;5.67;94.33;Acerto
3602.txt;Verdadeira;Verdadeira;8.0;92.0;Acerto
